name,category,type,district,wgs_lng,wgs_lat
齐顺堂大药房,medical,医疗保健服务;医药保健销售店;药房,成华区,104.136181,30.72808
成都街道两代表一委员服务站,medical,医疗保健服务;综合医院;卫生院,成华区,104.152161,30.722877
成华智华诊所,medical,医疗保健服务;诊所;诊所,成华区,104.165282,30.720272
同泰大药房(北湖印象店),medical,医疗保健服务;医药保健销售店;药房,成华区,104.165308,30.720111
马明仁膏药铺,medical,医疗保健服务;医药保健销售店;药房,成华区,104.165743,30.720094
康美大药房(北湖印象5期南),medical,医疗保健服务;医药保健销售店;药房,成华区,104.165437,30.719469
安泰和药店(北湖印象5期西),medical,医疗保健服务;医药保健销售店;药房,成华区,104.165244,30.720551
柏草荟(北湖印象5期西南),medical,医疗保健服务;医药保健销售店;医疗保健用品,成华区,104.165107,30.719712
成都西点颈腰椎病专科医院-住院部,medical,医疗保健服务;综合医院;综合医院,金牛区,103.97311,30.712473
两河汇康诊所,medical,医疗保健服务;诊所;诊所,金牛区,103.979941,30.709946
金牛慧慈堂中西医诊所,medical,医疗保健服务;诊所;诊所,金牛区,103.976639,30.719053
白氏中医骨科诊所,medical,医疗保健服务;专科医院;骨科医院,金牛区,103.980706,30.709716
金牛培根中西医诊所,medical,医疗保健服务;诊所;诊所,金牛区,103.982131,30.715208
金牛区济霖药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,103.979452,30.709743
金牛靖泸诊所,medical,医疗保健服务;诊所;诊所,金牛区,103.977565,30.719297
金牛晋升诊所,medical,医疗保健服务;诊所;诊所,金牛区,103.978659,30.71822
金牛区培根大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,103.982131,30.715208
何家村卫生站,medical,医疗保健服务;诊所;诊所,金牛区,103.977415,30.716576
本草堂药品(济霖药房),medical,医疗保健服务;医药保健销售店;药房,金牛区,103.979423,30.709622
雅顺鼻腔护理中心,medical,医疗保健服务;医疗保健服务场所;医疗保健服务场所,金牛区,103.977744,30.71926
太阳神炙疗馆,medical,医疗保健服务;医疗保健服务场所;医疗保健服务场所,金牛区,103.976851,30.719485
林江亚健康调理中心,medical,医疗保健服务;医疗保健服务场所;医疗保健服务场所,金牛区,103.977867,30.709751
春升堂大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,103.982667,30.714495
淬玺园养生堂,medical,医疗保健服务;医疗保健服务场所;医疗保健服务场所,金牛区,103.975769,30.719398
